0	5.23776000e+05	-0.00000000e+00
1	-5.12000000e+02	1.66885531e+05
2	-5.11997833e+02	8.34419844e+04
3	-5.12000977e+02	5.56271094e+04
4	-5.12000000e+02	4.17194180e+04
5	-5.11999146e+02	3.33745938e+04
6	-5.12000244e+02	2.78111992e+04
7	-5.12004272e+02	2.38371992e+04
8	-5.11999481e+02	2.08565684e+04
9	-5.11996033e+02	1.85381797e+04
10	-5.11999939e+02	1.66833691e+04
11	-5.12001038e+02	1.51656992e+04
12	-5.12000244e+02	1.39008867e+04
13	-5.12000000e+02	1.28305811e+04
14	-5.11999207e+02	1.19131025e+04
15	-5.12001587e+02	1.11178799e+04
16	-5.12000000e+02	1.04219990e+04
17	-5.11999420e+02	9.80792480e+03
18	-5.11999237e+02	9.26202148e+03
19	-5.11999725e+02	8.77352539e+03
20	-5.11999786e+02	8.33382812e+03
21	-5.11999603e+02	7.93595557e+03
22	-5.12000854e+02	7.57420703e+03
23	-5.12001465e+02	7.24386816e+03
24	-5.12000061e+02	6.94101465e+03
25	-5.11998535e+02	6.66234668e+03
26	-5.12000000e+02	6.40507422e+03
27	-5.11999207e+02	6.16682129e+03
28	-5.12001038e+02	5.94554785e+03
29	-5.11999817e+02	5.73949805e+03
30	-5.12003906e+02	5.54715137e+03
31	-5.11996094e+02	5.36717969e+03
32	-5.11999878e+02	5.19842334e+03
33	-5.12003662e+02	5.03986182e+03
34	-5.11996674e+02	4.89059912e+03
35	-5.11999908e+02	4.74983203e+03
36	-5.11998962e+02	4.61685840e+03
37	-5.12000488e+02	4.49104395e+03
38	-5.11999908e+02	4.37182324e+03
39	-5.12001038e+02	4.25868994e+03
40	-5.12000000e+02	4.15118652e+03
41	-5.11999023e+02	4.04890112e+03
42	-5.11999603e+02	3.95146167e+03
43	-5.12000183e+02	3.85852954e+03
44	-5.12000244e+02	3.76979834e+03
45	-5.12000000e+02	3.68498706e+03
46	-5.12000183e+02	3.60384033e+03
47	-5.12000122e+02	3.52612402e+03
48	-5.12000061e+02	3.45162354e+03
49	-5.11999603e+02	3.38014233e+03
50	-5.12000366e+02	3.31150024e+03
51	-5.12000000e+02	3.24552808e+03
52	-5.12000000e+02	3.18207373e+03
53	-5.11999603e+02	3.12099365e+03
54	-5.11999725e+02	3.06215625e+03
55	-5.12001221e+02	3.00543872e+03
56	-5.11999817e+02	2.95072900e+03
57	-5.11999451e+02	2.89791895e+03
58	-5.11999634e+02	2.84691211e+03
59	-5.12000122e+02	2.79761694e+03
60	-5.12000305e+02	2.74994653e+03
61	-5.12000122e+02	2.70382227e+03
62	-5.12000244e+02	2.65916846e+03
63	-5.12001953e+02	2.61591919e+03
64	-5.12000000e+02	2.57399780e+03
65	-5.11997955e+02	2.53335010e+03
66	-5.11999817e+02	2.49392456e+03
67	-5.11999939e+02	2.45565625e+03
68	-5.11999908e+02	2.41849854e+03
69	-5.11999634e+02	2.38240210e+03
70	-5.12000427e+02	2.34732153e+03
71	-5.12000488e+02	2.31321436e+03
72	-5.11999847e+02	2.28003979e+03
73	-5.11999054e+02	2.24775879e+03
74	-5.11999756e+02	2.21633691e+03
75	-5.12000183e+02	2.18573828e+03
76	-5.11999939e+02	2.15593066e+03
77	-5.12000244e+02	2.12688306e+03
78	-5.11999878e+02	2.09856738e+03
79	-5.12000244e+02	2.07095386e+03
80	-5.11999969e+02	2.04401868e+03
81	-5.11999695e+02	2.01773438e+03
82	-5.12000061e+02	1.99207861e+03
83	-5.11999908e+02	1.96702771e+03
84	-5.11999878e+02	1.94256030e+03
85	-5.11999786e+02	1.91865588e+03
86	-5.12000244e+02	1.89529541e+03
87	-5.12000488e+02	1.87245923e+03
88	-5.12000183e+02	1.85013013e+03
89	-5.11999542e+02	1.82829102e+03
90	-5.12000122e+02	1.80692407e+03
91	-5.11999786e+02	1.78601587e+03
92	-5.12000366e+02	1.76554980e+03
93	-5.12000061e+02	1.74551245e+03
94	-5.12000977e+02	1.72588989e+03
95	-5.11998474e+02	1.70666956e+03
96	-5.12000000e+02	1.68783777e+03
97	-5.12001404e+02	1.66938281e+03
98	-5.11999023e+02	1.65129492e+03
99	-5.11999756e+02	1.63355981e+03
100	-5.11999634e+02	1.61616919e+03
101	-5.12000244e+02	1.59911206e+03
102	-5.12000061e+02	1.58237854e+03
103	-5.12000549e+02	1.56595972e+03
104	-5.11999969e+02	1.54984595e+03
105	-5.11999542e+02	1.53402881e+03
